Name	Pop	DUMMY	DUMMY	Area	Lat	Long
Sardegna_IT	1658138	2	2	24100	40.000000	9.000000
Sicily_IT	5074261	2	2	25832	37.500000	14.000000
Toscana_IT	3744398	2	2	22987	43.771389	11.254167
Trentino-Alto_Adige_IT	1059114	2	2	13606	46.066667	11.116667
Umbria_IT	891181	2	2	8464	43.112100	12.388800
Valle_d_Aosta_IT	127329	2	2	3261	45.746944	7.439167
Veneto_IT	4915123	2	2	18407	45.733333	11.850000
Atyrau_KZ	556388	2	2	118631	47.116667	51.883300
West_Kazakhstan_KZ	618261	2	2	151339	51.233333	51.366700
Liechtenstein_LI	37340	2	2	160	47.166667	10.000000
Alytaus_LT	153600	2	2	5425	54.386944	24.043333
Kauno_LT	596200	2	2	8089	54.897222	23.892500
Klaipedos_LT	333100	2	2	5209	55.698333	21.146944
Marijampoles_LT	157900	2	2	4463	54.558611	23.349444
Panevezio_LT	244300	2	2	7881	55.737500	24.370278
Šiauliai_LT	293100	2	2	8540	55.931944	23.314167
Taurages_LT	107200	2	2	4411	55.256111	22.292778
Telšiai_LT	148800	2	2	4350	55.988333	22.243056
Utenos_LT	147400	2	2	7201	55.500278	25.608889
Vilniaus_LT	806100	2	2	9729	54.680278	25.283889
Diekirch_LU	71268	2	2	1147	49.916667	6.000000
Grevenmacher_LU	53842	2	2	525	49.500000	6.300000
Luxembourg_LU	374814	2	2	904	49.700000	6.100000
Aluksne_LV	24159	2	2	2243	57.416667	27.000000
Balvi_LV	27296	2	2	2381	57.130000	27.263889
Bauska_LV	50811	2	2	1880	56.400000	24.183333
Daugavpils_LV	134047	2	2	2598	55.883333	26.533333
Dobele_LV	37713	2	2	1632	56.616667	23.266667
Gulbene_LV	28998	2	2	1873	57.172500	26.761111
Jekabpils_LV	53473	2	2	2998	56.500000	25.850000
Jelgava_LV	99854	2	2	1665	56.650000	23.712778
Kraslava_LV	36836	2	2	2285	55.883333	27.166667
Kurzeme_LV	37119	2	2	2500	56.968611	21.971667
Latgale_LV	72878	2	2	2826	56.509313	27.337589
Liepaja_LV	116053	2	2	4991	56.511667	21.013889
Limbaži_LV	38012	2	2	2580	57.516667	24.716667
Ludza_LV	32634	2	2	2412	56.550000	27.716667
Madona_LV	44306	2	2	3349	56.850000	26.216667
Ogre_LV	63027	2	2	1843	56.818611	24.605556
Preili_LV	37743	2	2	2042	56.300000	26.716667
Riga_City_LV	641423	2	2	324	56.948889	24.106389
Riga_LV	229762	2	2	3158	56.948900	24.106400
Saldus_LV	36324	2	2	2182	56.666667	22.500000
Talsi_LV	49662	2	2	2744	57.250000	22.600000
Tukums_LV	53734	2	2	2450	56.966667	23.150000
Valka_LV	31314	2	2	2440	57.775000	26.010000
Valmiera_LV	60111	2	2	2373	57.550000	25.400000
Ventspils_LV	52977	2	2	2517	57.416667	21.533333
Vidzeme_LV	56265	2	2	3062	57.316667	25.266667
Zemgale_LV	39971	2	2	2566.8	56.650000	25.250000
Monaco_MC	37308	2	2	2	43.733333	7.416667
Anenii_Noi_MD	83100	2	2	892	46.916667	29.250000
Balti_MD	148900	2	2	78	47.766667	27.916667
Basarabeasca_MD	29200	2	2	295	46.416667	28.916667
Bender_MD	101000	2	2	97	46.833333	29.483333
Briceni_MD	75300	2	2	814	48.250000	27.000000
Cahul_MD	124800	2	2	1546	45.833333	28.333333
Cainari_MD	3803	2	2	300	46.678900	29.046100
Calarasi_MD	78800	2	2	753	47.250000	28.333333
Camenca_MD	21000	2	2	434.5	48.000000	28.716667
Cantemir_MD	62800	2	2	870	46.250000	28.333333
Causeni_MD	92300	2	2	1163	46.666667	29.250000
Chisinau_MD	789500	2	2	635	47.000000	28.916667
Cimislia_MD	61700	2	2	923	46.583333	28.833333
Criuleni_MD	73100	2	2	688	47.166667	29.000000
Donduseni_MD	45100	2	2	645	48.333333	27.666667
Drochia_MD	90100	2	2	1000	48.083333	27.833333
Dubasari_City_MD	31000	2	2	381.2	47.266667	29.150000
Dubasari_MD	35200	2	2	309	47.250000	29.116667
Edinet_MD	82900	2	2	933	48.166667	27.250000
Falesti_MD	92600	2	2	1073	47.583333	27.750000
Floresti_MD	90000	2	2	1108	47.833333	28.333333
Gagauzia_MD	160700	2	2	1832	46.316667	28.666667
Glodeni_MD	61900	2	2	754	47.750000	27.500000
Grigoriopol_MD	40000	2	2	822	47.133333	29.300000
Hîncesti_MD	122000	2	2	1484	46.833333	28.416667
Ialoveni_MD	99100	2	2	783	46.833333	28.833333
Leova_MD	53800	2	2	775	46.500000	28.416667
Nisporeni_MD	66800	2	2	630	47.083333	28.166667
Ocnita_MD	56100	2	2	597	48.416667	27.500000
Orhei_MD	125900	2	2	1228	47.416667	28.833333
Rezina_MD	52600	2	2	621	47.666667	28.833333
Rîscani_MD	70000	2	2	936	47.916667	27.416667
Sîngerei_MD	93400	2	2	1033	47.666667	28.166667
Soldanesti_MD	43300	2	2	598	47.833333	28.666667
Soroca_MD	100400	2	2	1043	48.166667	28.250000
Stefan_Voda_MD	71900	2	2	998	46.500000	29.666667
Straseni_MD	91300	2	2	730	47.166667	28.583333
Taraclia_MD	44200	2	2	674	45.916667	28.583333
Telenesti_MD	74200	2	2	849	47.583333	28.500000
Ungheni_MD	117400	2	2	1083	47.333333	27.916667
Andrijevica_ME	5071	2	2	283	42.739722	19.785833
Bar_ME	42048	2	2	598	43.564167	19.176389
Berane_ME	34991	2	2	717	42.845000	19.874444
Bijelo_Polje_ME	46051	2	2	924	42.739722	19.785833
Budva_ME	19218	2	2	122	42.291944	18.889500
Cetinje_ME	16657	2	2	899	42.633333	19.533333
Danilovgrad_ME	18472	2	2	501	42.610000	19.050000
Herceg_Novi_ME	30864	2	2	235	42.453333	18.542500
Kolašin_ME	8380	2	2	897	42.823900	19.518600
Kotor_ME	22601	2	2	335	42.433300	18.766700
Mojkovac_ME	8622	2	2	367	42.958611	19.576389
Nikšic_ME	72443	2	2	2065	43.300000	19.566700
Plav_ME	13108	2	2	486	42.583300	19.933300
Pljevlja_ME	30786	2	2	1346	43.350000	19.350000
Plužine_ME	3246	2	2	854	42.100000	20.566700
