County	Population	Land Area	Water Area	Total Area	Latitude	Longitude
St_Landry__LA	83384	2392.837	39.115	2431.952	30.583441	-91.989275
St_Martin__LA	52160	1910.498	204.201	2114.699	30.121433	-91.611481
St_Mary__LA	54650	1438.425	1460.867	2899.292	29.629349	-91.463804
St_Tammany__LA	233740	2189.967	721.668	2911.635	30.410022	-89.951962
Tangipahoa__LA	121097	2049.392	82.863	2132.255	30.621581	-90.406633
Tensas__LA	5252	1561.205	99.471	1660.676	32.001489	-91.342576
Terrebonne__LA	111860	3190.386	2202.157	5392.543	29.333266	-90.844191
Union__LA	22721	2271.389	73.594	2344.984	32.829349	-92.37565
Vermilion__LA	57999	3038.572	955.369	3993.942	29.786872	-92.29009
Vernon__LA	52334	3439.271	35.159	3474.43	31.110563	-93.18152
Washington__LA	47168	1734.061	16.472	1750.533	30.852144	-90.046253
Webster__LA	41207	1535.94	56.488	1592.428	32.732152	-93.339825
West_Baton_Rouge__LA	23788	498.299	29.602	527.901	30.464052	-91.309808
West_Carroll__LA	11604	931.479	2.386	933.865	32.79248	-91.451998
West_Feliciana__LA	15625	1044.318	59.024	1103.342	30.872701	-91.421008
Winn__LA	15313	2460.712	17.448	2478.16	31.941187	-92.641269
Androscoggin__ME	107702	1211.926	75.611	1287.537	44.167681	-70.207435
Aroostook__ME	71870	17278.665	404.654	17683.319	46.727057	-68.64941
Cumberland__ME	281674	2163.263	989.95	3153.213	43.808348	-70.330375
Franklin__ME	30768	4394.196	121.393	4515.589	44.973012	-70.444727
Hancock__ME	54418	4110.034	1963.321	6073.355	44.564906	-68.370703
Kennebec__ME	122151	2246.877	216.654	2463.531	44.417012	-69.765764
Knox__ME	39736	945.691	2017.114	2962.806	44.042045	-69.038515
Lincoln__ME	34457	1180.564	631.4	1811.964	43.994265	-69.514029
Oxford__ME	57833	5378.991	256.087	5635.078	44.494585	-70.734688
Penobscot__ME	153923	8799.126	413.671	9212.796	45.390602	-68.657487
Piscataquis__ME	17535	10258.571	1080.31	11338.881	45.917678	-69.104548
Sagadahoc__ME	35293	657.067	301.332	958.399	43.916694	-69.843994
Somerset__ME	52228	10164.157	438.038	10602.195	45.507482	-69.97604
Waldo__ME	38786	1890.48	318.15	2208.629	44.505361	-69.139678
Washington__ME	32856	6637.258	1800.02	8437.277	44.967009	-67.609354
York__ME	197131	2565.935	722.609	3288.544	43.427239	-70.670402
Allegany__MD	75087	1098.564	14.954	1113.518	39.612309	-78.703108
Anne_Arundel__MD	537656	1074.591	447.805	1522.396	38.993374	-76.560511
Baltimore_County__MD	805029	1549.595	216.145	1765.739	39.443167	-76.616569
Calvert__MD	88737	552.061	341.67	893.731	38.521358	-76.525864
Caroline__MD	33066	827.292	16.79	844.082	38.871531	-75.831631
Carroll__MD	167134	1159.265	13.19	1172.455	39.563189	-77.015512
Cecil__MD	101108	896.843	185.351	1082.194	39.562352	-75.941584
Charles__MD	146551	1185.564	479.716	1665.28	38.472853	-77.015427
Dorchester__MD	32618	1400.575	1145.393	2545.969	38.429196	-76.047433
Frederick__MD	233385	1709.965	18.537	1728.502	39.470427	-77.397627
Garrett__MD	30097	1675.989	22.363	1698.352	39.529871	-79.269416
Harford__MD	244826	1132.055	231.944	1363.999	39.537429	-76.299789
Howard__MD	287085	649.416	6.872	656.288	39.252264	-76.924406
Kent__MD	20197	717.505	353.313	1070.819	39.239177	-76.1242
Montgomery__MD	971777	1272.343	40.645	1312.989	39.137382	-77.203063
Prince_George_s__MD	863420	1250.164	41.816	1291.98	38.82588	-76.847272
Queen_Anne_s__MD	47798	963.236	359.45	1322.686	39.040693	-76.082405
St_Mary_s__MD	105151	925.092	1054.31	1979.402	38.222666	-76.534271
Somerset__MD	26470	828.079	752.725	1580.805	38.07445	-75.853323
Talbot__MD	37782	695.511	539.409	1234.92	38.749427	-76.17913
Washington__MD	147430	1185.644	24.769	1210.413	39.603621	-77.814671
Wicomico__MD	98733	969.804	66.809	1036.613	38.367389	-75.632206
Worcester__MD	51454	1212.841	586.835	1799.676	38.222133	-75.309932
Baltimore_City__MD	620961	209.643	28.768	238.412	39.300214	-76.610516
Barnstable__MA	215888	1019.738	2361.588	3381.326	41.798819	-70.211083
Berkshire__MA	131219	2400.465	50.772	2451.238	42.375314	-73.213948
Bristol__MA	548285	1432.511	357.754	1790.265	41.748576	-71.087062
Dukes__MA	16535	267.404	1004.18	1271.584	41.380939	-70.701536
Essex__MA	743159	1275.732	870.005	2145.737	42.642711	-70.865107
Franklin__MA	71372	1811.229	65.411	1876.64	42.583791	-72.591655
Hampden__MA	463490	1598.386	44.317	1642.703	42.136198	-72.635648
Hampshire__MA	158080	1365.585	46.5	1412.086	42.339459	-72.663694
Middlesex__MA	1503085	2118.135	75.74	2193.875	42.479477	-71.396507
Nantucket__MA	10172	116.471	669.992	786.464	41.305878	-70.14191
Norfolk__MA	670850	1025.908	124.945	1150.853	42.169703	-71.179875
Plymouth__MA	494919	1706.997	1124.514	2831.511	41.987196	-70.741942
Suffolk__MA	722023	150.619	160.749	311.368	42.33196	-71.020173
Worcester__MA	798552	3912.877	177.217	4090.094	42.311693	-71.940282
Alcona__MI	10942	1747.168	2890.42	4637.588	44.682535	-82.83408
Alger__MI	9601	2370.019	10703.555	13073.574	47.080077	-86.564108
Allegan__MI	111408	2137.338	2610.857	4748.195	42.595788	-86.634745
Alpena__MI	29598	1481.111	2908.717	4389.828	44.894954	-83.426574
Antrim__MI	23580	1232.064	326.513	1558.577	45.005457	-85.175625
Arenac__MI	15899	940.661	822.319	1762.98	44.03687	-83.740675
Baraga__MI	8860	2326.475	441.63	2768.104	46.696068	-88.356022
Barry__MI	59173	1432.5	62.029	1494.53	42.582811	-85.31455
Bay__MI	107771	1145.558	487.992	1633.55	43.699711	-83.978701
Benzie__MI	17525	828.028	1398.241	2226.269	44.648621	-86.494317
Berrien__MI	156813	1470.458	2625.535	4095.993	41.792639	-86.741822
Branch__MI	45248	1311.489	34.465	1345.954	41.918585	-85.066523
Calhoun__MI	136146	1829.135	31.39	1860.526	42.24299	-85.012385
Cass__MI	52293	1269.254	47.281	1316.535	41.91624	-85.999457
Charlevoix__MI	25949	1078.313	2522.971	3601.285	45.513164	-85.450392
Cheboygan__MI	26152	1852.525	440.606	2293.131	45.47612	-84.495271
Chippewa__MI	38520	4036.29	2952.509	6988.799	46.321819	-84.52063
Clare__MI	30926	1461.57	28.553	1490.122	43.991137	-84.838325
Clinton__MI	75382	1466.991	21.106	1488.098	42.950455	-84.591695
Crawford__MI	14074	1440.758	18.032	1458.79	44.680208	-84.611132
Delta__MI	37069	3033.124	2124.381	5157.506	45.805101	-86.901373
Dickinson__MI	26168	1972.018	40.533	2012.551	46.012823	-87.866119
Eaton__MI	107759	1489.696	11.028	1500.724	42.589614	-84.846524
Emmet__MI	32694	1210.804	1073.558	2284.362	45.590094	-84.986822
Genesee__MI	425790	1649.764	32.659	1682.423	43.021077	-83.706372
Gladwin__MI	25692	1299.601	36.65	1336.252	43.98975	-84.389816
Gogebic__MI	16427	2853.775	969.937	3823.712	46.488054	-89.788314
Grand_Treverse__MI	86986	1202.612	354.786	1557.398	44.718688	-85.553848
Gratiot__MI	42476	1472.314	8.151	1480.465	43.292326	-84.60469
Hillsdale__MI	46688	1549.158	22.981	1572.139	41.864475	-84.642409
Houghton__MI	36628	2613.555	1275.315	3888.869	46.998305	-88.652066
Huron__MI	33118	2164.47	3369.824	5534.294	43.907616	-82.857045
Ingham__MI	280895	1440.344	11.894	1452.238	42.603534	-84.373811
Ionia__MI	63905	1479.671	22.642	1502.313	42.94465	-85.073766
Iosco__MI	25887	1422.153	3473.073	4895.226	44.329482	-82.849447
Iron__MI	11817	3020.312	116.707	3137.019	46.170249	-88.540409
Isabella__MI	70311	1483.226	12.96	1496.186	43.645233	-84.839425
Jackson__MI	160248	1817.306	56.54	1873.846	42.248474	-84.420868
Kalamazoo__MI	250331	1454.689	48.274	1502.963	42.246266	-85.532854
Kalkaska__MI	17153	1450.043	28.079	1478.122	44.678881	-85.088992
Kent__MI	602622	2193.585	64.74	2258.324	43.032497	-85.547446
Keweenaw__MI	2156	1398.883	14053.476	15452.359	47.681981	-88.148802
Lake__MI	11539	1469.481	17.897	1487.378	43.995187	-85.8114
Lapeer__MI	88319	1665.397	51.363	1716.76	43.088633	-83.224325
Leelanau__MI	21708	899.169	5659.178	6558.347	45.146182	-86.051574
Lenawee__MI	99892	1941.338	30.701	1972.039	41.895915	-84.066853
Livingston__MI	180967	1464.001	52.188	1516.189	42.602532	-83.911718
Luce__MI	6631	2328.602	2624.718	4953.321	46.940602	-85.582368
Mackinac__MI	11113	2645.851	2794.792	5440.643	46.167981	-85.303756
Macomb__MI	840978	1241.183	237.313	1478.496	42.671467	-82.910869
Manistee__MI	24733	1404.16	1912.485	3316.645	44.350385	-86.602967
Marquette__MI	67077	4683.737	4185.78	8869.517	46.656597	-87.584028
Mason__MI	28705	1282.233	1935.676	3217.909	43.996636	-86.750814
Mecosta__MI	42798	1437.627	41.76	1479.386	43.635295	-85.332751
Menominee__MI	24029	2704.153	761.8	3465.953	45.544174	-87.509892
Midland__MI	83629	1337.088	30.602	1367.69	43.648378	-84.37922
Missaukee__MI	14849	1462.634	23.577	1486.211	44.325424	-85.085471
Monroe__MI	152021	1422.924	338.316	1761.241	41.916097	-83.487106
Montcalm__MI	63342	1826.976	39.957	1866.933	43.312782	-85.149468
Montmorency__MI	9765	1415.851	41.411	1457.263	45.024134	-84.130107
Muskegon__MI	172188	1293.041	2488.405	3781.446	43.289258	-86.751892
Newaygo__MI	48460	2106.188	125.576	2231.764	43.562709	-85.791423
Oakland__MI	1202362	2247.237	102.644	2349.881	42.660452	-83.38421
Oceana__MI	26570	1326.258	2056.136	3382.394	43.647255	-86.807575
Ogemaw__MI	21699	1459.426	29.694	1489.119	44.33328	-84.128073
Ontonagon__MI	6780	3396.056	6292.619	9688.676	47.216604	-89.500461
Osceola__MI	23528	1466.947	17.366	1484.313	43.997552	-85.322283
Oscoda__MI	8640	1465.237	15.153	1480.39	44.685121	-84.124894
Otsego__MI	24164	1333.77	29.054	1362.824	45.021794	-84.576597
Ottawa__MI	263801	1459.374	2765.958	4225.331	42.942346	-86.655342
Presque_Isle__MI	13376	1706.074	4957.333	6663.408	45.489515	-83.384019
Roscommon__MI	24449	1345.85	156.424	1502.274	44.339517	-84.611272
Saginaw__MI	200169	2072.285	41.057	2113.341	43.328267	-84.05541
St_Clair__MI	163040	1867.823	298.719	2166.542	42.928804	-82.668914
St_Joseph__MI	61295	1296.525	52.943	1349.467	41.911488	-85.52287
Sanilac__MI	43114	2493.035	1624.895	4117.93	43.449155	-82.642815
Schoolcraft__MI	8485	3033.804	1845.681	4879.485	46.020758	-86.199352
Shiawassee__MI	70648	1374.423	26.624	1401.047	42.951545	-84.146352
Tuscola__MI	55729	2080.088	286.93	2367.018	43.487902	-83.436618
Van_Buren__MI	76258	1573.351	1249.47	2822.821	42.283986	-86.305697
Washtenaw__MI	344791	1828.442	42.615	1871.057	42.252327	-83.844634
Wayne__MI	1820584	1585.28	156.947	1742.227	42.284664	-83.261953
Wexford__MI	32735	1463.348	27.101	1490.449	44.331375	-85.570046
Aitkin__MN	16202	4718.084	449.7	5167.784	46.602446	-93.41976
Anoka__MN	330844	1095.59	59.831	1155.421	45.27411	-93.242723
Becker__MN	32504	3406.36	336.647	3743.007	46.937629	-95.741757
Beltrami__MN	44442	6487.764	1426.606	7914.371	47.878825	-94.986698
Benton__MN	38451	1057.494	12.32	1069.815	45.701227	-94.00144
Big_Stone__MN	5269	1292.462	75.356	1367.818	45.419925	-96.402226
Blue_Earth__MN	64013	1936.906	45.97	1982.876	44.038225	-94.064071
Brown__MN	25893	1582.716	19.099	1601.815	44.246542	-94.733647
Carlton__MN	35386	2230.967	36.005	2266.973	46.603818	-92.671044
Carver__MN	91042	917.698	56.429	974.127	44.821381	-93.800575
Cass__MN	28567	5235.77	1016.74	6252.51	46.951427	-94.333773
Chippewa__MN	12441	1505.098	17.236	1522.333	45.028625	-95.564108
Chisago__MN	53887	1074.487	71.347	1145.834	45.505444	-92.903849
Clay__MN	58999	2707.486	18.86	2726.346	46.898377	-96.494901
Clearwater__MN	8695	2587.242	79.762	2667.004	47.575873	-95.371117
Cook__MN	5176	3761.381	4888.014	8649.394	47.538571	-90.29019
Cottonwood__MN	11687	1653.993	25.772	1679.765	44.010711	-95.18313
Crow_Wing__MN	62500	2587.643	407.748	2995.391	46.491114	-94.071213
Dakota__MN	398552	1456.007	63.971	1519.978	44.670893	-93.062481
Dodge__MN	20087	1137.72	0.8	1138.52	44.020706	-92.869353
Douglas__MN	36009	1650.598	214.205	1864.804	45.936429	-95.46061
Faribault__MN	14553	1845.304	24.42	1869.724	43.676522	-93.947234
Fillmore__MN	20866	2230.757	2.045	2232.802	43.67727	-92.093681
Freeborn__MN	31255	1831.346	39.715	1871.062	43.674202	-93.350289
Goodhue__MN	46183	1960.201	61.025	2021.226	44.406178	-92.716
Grant__MN	6018	1419.728	70.765	1490.493	45.930743	-96.010699
Hennepin__MN	1152425	1433.794	137.155	1570.949	45.006064	-93.475185
Houston__MN	19027	1429.825	43.456	1473.281	43.66699	-91.501556
Hubbard__MN	20428	2397.486	191.361	2588.847	47.095551	-94.91329
Isanti__MN	37816	1128.701	41.083	1169.785	45.562431	-93.296339
Itasca__MN	45058	6909.367	674.021	7583.388	47.490843	-93.613128
Jackson__MN	10266	1820.714	42.096	1862.81	43.673025	-95.149704
Kanabec__MN	16239	1350.903	31.329	1382.232	45.94776	-93.297788
Kandiyohi__MN	42239	2063.662	169.819	2233.481	45.152714	-95.004981
Kittson__MN	4552	2845.889	12.431	2858.32	48.77604	-96.780349
Koochiching__MN	13311	8039.504	129.376	8168.879	48.24549	-93.782842
Lac_qui_Parle__MN	7259	1981.395	33.643	2015.038	44.999855	-96.176836
Lake__MN	10866	5463.041	2282.655	7745.695	47.517111	-91.411704
Lake_of_the_Woods__MN	4045	3361.466	1234.896	4596.362	48.7681	-94.904634
Le_Sueur__MN	27703	1162.284	64.871	1227.155	44.373397	-93.73018
Lincoln__MN	5896	1390.193	30.24	1420.433	44.408238	-96.272032
Lyon__MN	25857	1850.699	18.411	1869.11	44.409195	-95.847268
McLeod__MN	36651	1272.904	36.407	1309.311	44.821644	-94.27232
Mahnomen__MN	5413	1444.896	64.838	1509.734	47.325842	-95.810703
Marshall__MN	9439	4597.405	98	4695.405	48.362728	-96.357761
Martin__MN	20840	1844.971	44.622	1889.593	43.677118	-94.537198
Meeker__MN	23300	1575.175	94.785	1669.96	45.123156	-94.527346
Mille_Lacs__MN	26097	1482.276	283.011	1765.287	45.929043	-93.632996
Morrison__MN	33198	2913.897	73.363	2987.26	46.020484	-94.266619
Mower__MN	39163	1842.333	0.617	1842.95	43.666249	-92.759514
Murray__MN	8725	1825.17	38.333	1863.502	44.015594	-95.761581
Nicollet__MN	32727	1161.593	47.264	1208.857	44.35882	-94.245685
Nobles__MN	21378	1852.117	19.299	1871.415	43.677686	-95.763132
Norman__MN	6852	2260.512	10.208	2270.721	47.32947	-96.463807
Olmsted__MN	144248	1692.165	3.756	1695.921	44.00343	-92.406722
Otter_Tail__MN	57303	5107.633	653.895	5761.528	46.405725	-95.714578
Pennington__MN	13930	1596.909	4.352	1601.261	48.069247	-96.037725
Pine__MN	29750	3655.221	60.268	3715.489	46.10094	-92.763094
Pipestone__MN	9596	1204.486	2.349	1206.835	44.015361	-96.257015
Polk__MN	31600	5105.199	69.042	5174.241	47.774254	-96.400027
Pope__MN	10995	1734.549	122.741	1857.29	45.589623	-95.446705
Ramsey__MN	508640	394.228	46.272	440.5	45.01525	-93.100141
Red_Lake__MN	4089	1119.929	0.228	1120.157	47.865487	-96.08718
Redwood__MN	16059	2275.492	8.23	2283.722	44.403536	-95.254242
Renville__MN	15730	2545.715	10.852	2556.567	44.723697	-94.955617
Rice__MN	64142	1283.815	52.451	1336.266	44.350943	-93.298503
Rock__MN	9687	1249.553	0.698	1250.251	43.669587	-96.263238
Roseau__MN	15629	4329.429	16.926	4346.355	48.761066	-95.82153
St_Louis__MN	200226	16180.692	1585.336	17766.029	47.583852	-92.463645
Scott__MN	129928	923.268	30.838	954.107	44.651932	-93.534553
Sherburne__MN	88499	1121.251	46.946	1168.197	45.443171	-93.775092
Sibley__MN	15226	1524.931	30.411	1555.342	44.575734	-94.230123
Stearns__MN	150642	3478.698	121.26	3599.958	45.555235	-94.610482
Steele__MN	36576	1112.776	6.977	1119.752	44.015261	-93.220453
Stevens__MN	9726	1459.727	30.342	1490.069	45.593461	-95.992315
Swift__MN	9783	1921.985	26.172	1948.158	45.27545	-95.690398
Todd__MN	24895	2447.491	89.402	2536.893	46.066569	-94.900576
Traverse__MN	3558	1486.399	30.952	1517.352	45.76984	-96.475049
Wabasha__MN	21676	1354.518	68.983	1423.501	44.289693	-92.233341
Wadena__MN	13843	1388.929	18.039	1406.968	46.586784	-94.988331
Waseca__MN	19136	1096.488	24.908	1121.396	44.01846	-93.589844
Washington__MN	238136	995.286	99.619	1094.904	45.037929	-92.890117
Watonwan__MN	11211	1126.509	12.386	1138.895	43.978366	-94.614128
Wilkin__MN	6576	1944.971	0.551	1945.521	46.362335	-96.476657
Winona__MN	51461	1621.865	39.825	1661.69	43.982268	-91.776708
Wright__MN	124700	1713.165	136.782	1849.946	45.175091	-93.966397
Yellow_Medicine__MN	10438	1966.063	10.686	1976.749	44.715736	-95.862756
Adams__MS	32297	1197.628	65.114	1262.742	31.486218	-91.351781
Alcorn__MS	37057	1036.093	3.426	1039.518	34.886648	-88.581014
Amite__MS	13131	1890.951	3.878	1894.829	31.203933	-90.795542
Attala__MS	19564	1903.594	4.421	1908.016	33.09047	-89.588622
Benton__MS	8729	1053.131	5.279	1058.411	34.810773	-89.200029
Bolivar__MS	34145	2270.315	75.742	2346.057	33.799278	-90.884476
Calhoun__MS	14962	1519.218	3.59	1522.808	33.936634	-89.337114
Carroll__MS	10597	1627.141	16.427	1643.568	33.440795	-89.918887
Chickasaw__MS	17392	1299.602	6.389	1305.991	33.921654	-88.945808
Choctaw__MS	8547	1083.074	4.346	1087.42	33.345964	-89.251332
Claiborne__MS	9604	1262.375	35.736	1298.111	31.97281	-90.915424
Clarke__MS	16732	1791.118	5.129	1796.247	32.048448	-88.685964
Clay__MS	20634	1062.094	15.356	1077.449	33.661734	-88.783326
Coahoma__MS	26151	1430.818	79.539	1510.358	34.22867	-90.603165
Copiah__MS	29449	2013.053	5.751	2018.804	31.866915	-90.448758
Covington__MS	19568	1071.717	2.949	1074.666	31.633331	-89.548897
DeSoto__MS	161252	1233.211	54.042	1287.253	34.874266	-89.99324
Forrest__MS	74934	1207.748	10.15	1217.898	31.18858	-89.259447
Franklin__MS	8118	1460.181	7.728	1467.91	31.477798	-90.895884
George__MS	22578	1239.849	12.806	1252.655	30.855431	-88.642268
Greene__MS	14400	1846.028	15.387	1861.415	31.212846	-88.634811
Grenada__MS	21906	1093.251	70.699	1163.95	33.770031	-89.80274
Hancock__MS	43929	1227.003	203.966	1430.969	30.391437	-89.47985
Harrison__MS	187105	1486.637	1041.634	2528.271	30.416536	-89.083376
Hinds__MS	245285	2252.619	19.557	2272.176	32.267924	-90.4659
Holmes__MS	19198	1959.841	20.509	1980.35	33.125942	-90.091197
Humphreys__MS	9375	1083.887	33.003	1116.89	33.132978	-90.523911
Issaquena__MS	1406	1069.782	73.507	1143.289	32.754977	-90.988552
Itawamba__MS	23401	1379.912	19.847	1399.759	34.281075	-88.363127
Jackson__MS	139668	1871.924	830.459	2702.382	30.458491	-88.619991
Jasper__MS	17062	1751.461	3.182	1754.643	32.016989	-89.11943
Jefferson__MS	7726	1346.621	18.988	1365.609	31.733633	-91.043878
Jefferson_Davis__MS	12487	1057.862	1.801	1059.663	31.564734	-89.826626
Jones__MS	67761	1799.511	12.725	1812.236	31.621044	-89.167262
Kemper__MS	10456	1984.403	2.182	1986.586	32.750136	-88.625631
Lafayette__MS	47351	1636.116	123.022	1759.139	34.349298	-89.485903
Lamar__MS	55658	1287.368	8.749	1296.117	31.197135	-89.514952
Lauderdale__MS	80261	1822.403	29.836	1852.239	32.403998	-88.660449
Lawrence__MS	12929	1115.424	13.213	1128.638	31.550009	-90.10753
Leake__MS	23805	1509.964	6.414	1516.378	32.753268	-89.522568
Lee__MS	82910	1165.368	8.349	1173.717	34.288965	-88.680887
Leflore__MS	32317	1534.668	35.847	1570.515	33.54979	-90.294934
Lincoln__MS	34869	1518.031	5.334	1523.365	31.535216	-90.453566
Lowndes__MS	59779	1309.263	28.375	1337.638	33.471424	-88.439723
Madison__MS	95203	1850.563	70.639	1921.201	32.63437	-90.03416
Marion__MS	27088	1404.767	16.153	1420.919	31.230126	-89.821736
Marshall__MS	37144	1829.03	9.255	1838.285	34.76619	-89.504231
Monroe__MS	36989	1981.585	18.134	1999.719	33.89003	-88.485038
Montgomery__MS	10925	1054.075	2.352	1056.427	33.500714	-89.639625
Neshoba__MS	29676	1476.658	3.814	1480.472	32.752518	-89.119274
Newton__MS	21720	1497.283	3.879	1501.162	32.40197	-89.118412
Noxubee__MS	11545	1800.4	12.54	1812.94	33.10627	-88.565787
Oktibbeha__MS	47671	1186.734	9.665	1196.399	33.422313	-88.876151
Panola__MS	34707	1774.516	51.767	1826.283	34.365205	-89.963065
Pearl_River__MS	55834	2100.126	20.837	2120.962	30.773791	-89.586832
Perry__MS	12250	1676.374	7.64	1684.014	31.169307	-88.988755
Pike__MS	40404	1059.343	4.348	1063.691	31.177517	-90.397725
Pontotoc__MS	29957	1289.009	8.63	1297.639	34.227081	-89.037239
Prentiss__MS	25276	1074.794	8.338	1083.132	34.620866	-88.52224
Quitman__MS	8223	1048.977	3.676	1052.653	34.25264	-90.290525
Rankin__MS	141617	2008.497	79.255	2087.752	32.262057	-89.946552
Scott__MS	28264	1577.781	3.122	1580.904	32.427127	-89.533209
Sharkey__MS	4916	1118.15	8.806	1126.956	32.89249	-90.827388
Simpson__MS	27503	1525.926	3.383	1529.309	31.902503	-89.917707
Smith__MS	16491	1647.885	2.64	1650.526	32.019034	-89.494973
Stone__MS	17786	1153.8	6.712	1160.513	30.790184	-89.112297
Sunflower__MS	29450	1807.176	23.759	1830.934	33.605529	-90.59509
Tallahatchie__MS	15378	1671.287	17.751	1689.039	33.955891	-90.172833
Tate__MS	28886	1048.32	16.093	1064.413	34.649553	-89.943105
Tippah__MS	22232	1185.735	5.542	1191.277	34.763618	-88.918819
Tishomingo__MS	19593	1098.814	52.485	1151.299	34.737699	-88.236067
Tunica__MS	10778	1177.584	67.492	1245.076	34.652201	-90.37177
Union__MS	27134	1076.394	3.387	1079.782	34.489101	-89.0023
Walthall__MS	15443	1046.21	1.196	1047.406	31.164492	-90.103431
Warren__MS	48773	1524.21	77.837	1602.047	32.357005	-90.851791
Washington__MS	51137	1877.071	94.496	1971.567	33.273131	-90.94443
Wayne__MS	20747	2099.833	7.168	2107.001	31.64476	-88.682057
Webster__MS	10253	1090.231	5.938	1096.169	33.612048	-89.283836
Wilkinson__MS	9878	1756.287	25.019	1781.306	31.160249	-91.325567
Winston__MS	19198	1572.757	7.358	1580.115	33.078724	-89.037391
Yalobusha__MS	12678	1209.858	72.197	1282.055	34.030669	-89.703793
Yazoo__MS	28065	2390.421	29.316	2419.738	32.765675	-90.387928
